name,ranking,tag_lst,key_major_count,graduate_program_count,doctoral_program_count,is_211,is_985,location_province,location_city,university_type,latitude,longitude
湖南科技大学潇湘学院,,"['湘潭市', '湖南省教育厅', '综合院校']",0,,,False,False,湖南省,湘潭市,综合院校,27.910547983229513,112.92599802173355
鹤岗师范高等专科学校,,"['鹤岗市', '黑龙江省教育厅', '师范院校']",0,,,False,False,黑龙江省,鹤岗市,师范院校,47.40610832866093,130.5088716022258
长春职业技术学院,,"['长春市', '吉林省教育厅', '工科院校']",0,,,False,False,吉林省,长春市,工科院校,43.83680825640664,125.37521040041302
华北电力大学科技学院,,"['保定市', '河北省教育厅', '工科院校']",0,,,False,False,河北省,保定市,工科院校,40.09568744021479,116.31637020543697
四川外国语大学成都学院,,"['成都市', '四川省教育厅', '语言院校']",0,,,False,False,四川省,成都市,语言院校,30.608293840569402,103.93717563531006
广州城市职业学院,,"['广州市', '广东省教育厅', '综合院校']",0,,,False,False,广东省,广州市,综合院校,23.162748074890104,113.2814811373493
南华大学船山学院,,"['衡阳市', '湖南省教育厅', '工科院校']",0,,,False,False,湖南省,衡阳市,工科院校,30.531470607828908,105.57452283750214
哈尔滨电力职业技术学院,,"['哈尔滨市', '黑龙江省教育厅', '工科院校']",0,,,False,False,黑龙江省,哈尔滨市,工科院校,45.740822886008395,126.7039953095567
青海大学昆仑学院,,"['西宁市', '青海省教育厅', '综合院校']",0,,,False,False,青海省,西宁市,综合院校,36.73440295380558,101.75581802983628
广东工程职业技术学院,,"['广州市', '广东省教育厅', '工科院校']",0,,,False,False,广东省,广州市,工科院校,23.21993945524636,113.38750211801006
广西师范学院,,"['南宁市', '广西壮族自治区教育厅', '师范院校']",0,63,,False,False,广西省,南宁市,师范院校,22.84692164761559,108.32657059686267
天津天狮学院,,"['天津市', '天津市教育委员会', '综合院校']",0,,,False,False,天津市,天津市,综合院校,39.40785962441171,117.08036547726002
湖南商学院北津学院,,"['长沙市', '湖南省教育厅', '财经院校']",0,,,False,False,湖南省,长沙市,财经院校,28.225764343774884,112.92573670466076
哈尔滨铁道职业技术学院,,"['哈尔滨市', '黑龙江省教育厅', '工科院校']",0,,,False,False,黑龙江省,哈尔滨市,工科院校,45.58429717716784,126.64489902395471
江西科技职业学院,,"['南昌市', '江西省教育厅', '综合院校']",0,,,False,False,江西省,南昌市,综合院校,22.655981918507194,114.03089852744777
三亚航空旅游职业学院,,"['三亚市', '海南省教育厅', '工科院校']",0,,,False,False,海南省,三亚市,工科院校,18.297499559311202,109.49673362666908
河北北方学院,,"['张家口市', '河北省教育厅', '综合院校']",0,4,,False,False,河北省,张家口市,综合院校,40.777130014740656,114.88535802973156
广西民族师范学院,,"['崇左市', '广西壮族自治区教育厅', '师范院校']",0,,,False,False,广西省,崇左市,师范院校,22.389171551644658,107.40222401893075
成都工业学院,,"['成都市', '四川省教育厅', '工科院校']",0,,,False,False,四川省,成都市,工科院校,30.683390441880377,104.05527666918182
烟台职业学院,,"['烟台市', '山东省教育厅', '综合院校']",0,,,False,False,山东省,烟台市,综合院校,37.441967946809285,121.5414423568031
湖南师范大学树达学院,,"['长沙市', '湖南省教育厅', '师范院校']",0,,,False,False,湖南省,长沙市,师范院校,28.1736761805964,112.92886298749558
大兴安岭职业学院,,"['大兴安岭地区', '黑龙江省教育厅', '综合院校']",0,,,False,False,黑龙江省,大兴安岭地区,综合院校,50.42002595502784,124.15292785448057
南昌职业学院,,"['南昌市', '江西省教育厅', '综合院校']",0,,,False,False,江西省,南昌市,综合院校,28.847037490350875,115.59086281791741
贵州医科大学神奇民族医药学院,,"['贵阳市', '贵州省教育厅', '医药院校']",0,,,False,False,贵州省,贵阳市,医药院校,26.567930199992645,106.78817956236075
承德医学院,,"['承德市', '河北省教育厅', '医药院校']",0,5,,False,False,河北省,承德市,医药院校,38.76451268966322,114.98634230126343
河池学院,,"['河池市', '广西壮族自治区教育厅', '综合院校']",0,,,False,False,广西省,河池市,综合院校,24.504498668573028,108.67278921826542
广东交通职业技术学院,,"['广州市', '广东省教育厅', '工科院校']",0,,,False,False,广东省,广州市,工科院校,23.37276482440463,113.20979231530195
北华航天工业学院,,"['廊坊市', '河北省教育厅', '工科院校']",0,2,,False,False,河北省,廊坊市,工科院校,39.533916554787815,116.73916622761043
湖南交通职业技术学院,,"['长沙市', '湖南省教育厅', '工科院校']",0,,,False,False,湖南省,长沙市,工科院校,28.148144072534095,113.1914798185038
湖南农业大学东方科技学院,,"['长沙市', '湖南省教育厅', '农业院校']",0,,,False,False,湖南省,长沙市,农业院校,19.10110473128863,108.65856652679174
西安交通大学城市学院,,"['西安市', '陕西省教育厅', '工科院校']",0,,,False,False,陕西省,西安市,工科院校,34.2523593901098,108.99016577809884
玉林师范学院,,"['玉林市', '广西壮族自治区教育厅', '师范院校']",0,,,False,False,广西省,玉林市,师范院校,22.646831007592127,110.1672945252279
山西省财政税务专科学校,,"['太原市', '山西省教育厅', '财经院校']",0,,,False,False,山西省,太原市,财经院校,37.857946629964864,112.52378902030676
黑龙江农业经济职业学院,,"['牡丹江市', '黑龙江省教育厅', '农业院校']",0,,,False,False,黑龙江省,牡丹江市,农业院校,44.42832927668496,129.51916145017677
江西外语外贸职业学院,,"['南昌市', '江西省教育厅', '财经院校']",0,,,False,False,江西省,南昌市,财经院校,22.655981918507194,114.03089852744777
西北大学现代学院,,"['西安市', '陕西省教育厅', '工科院校']",0,,,False,False,陕西省,西安市,工科院校,34.15091549849437,108.88110385359069
广西艺术学院,,"['南宁市', '广西壮族自治区教育厅', '艺术院校']",0,,,False,False,广西省,南宁市,艺术院校,22.809177167415246,108.34605349590939
宁波职业技术学院,,"['宁波市', '浙江省教育厅', '综合院校']",0,,,False,False,浙江省,宁波市,综合院校,29.89699074100246,121.8277898868845
河套学院,,"['巴彦淖尔市', '内蒙古自治区教育厅', '综合院校']",0,,,False,False,内蒙古省,巴彦淖尔市,综合院校,40.73830600456003,107.49443500226599
哈尔滨职业技术学院,,"['哈尔滨市', '黑龙江省教育厅', '综合院校']",0,,,False,False,黑龙江省,哈尔滨市,综合院校,45.67332499939966,126.66119500455022
西安建筑科技大学华清学院,,"['西安市', '陕西省教育厅', '工科院校']",0,,,False,False,陕西省,西安市,工科院校,34.24373602045011,108.97316301072819
黑龙江民族职业学院,,"['哈尔滨市', '黑龙江省教育厅', '民族院校']",0,,,False,False,黑龙江省,哈尔滨市,民族院校,29.48708098348872,106.13649915917388
保定学院,,"['保定市', '河北省教育厅', '师范院校']",0,,,False,False,河北省,保定市,师范院校,38.8864107836853,115.58378328746478
丽水学院,,"['丽水市', '浙江省教育厅', '师范院校']",0,,,False,False,浙江省,丽水市,师范院校,28.465793053041285,119.90982695588033
温州职业技术学院,,"['温州市', '浙江省教育厅', '综合院校']",0,,,False,False,浙江省,温州市,综合院校,28.01477699254092,120.68748096272572
沈阳工程学院,,"['沈阳市', '辽宁省教育厅', '工科院校']",0,,,False,False,辽宁省,沈阳市,工科院校,41.92506982176784,123.42559306904526
中南林业科技大学涉外学院,,"['长沙市', '湖南省教育厅', '农业院校']",0,,,False,False,湖南省,长沙市,农业院校,28.137635625716246,113.00123299461092
宜春职业技术学院,,"['宜春市', '江西省教育厅', '综合院校']",0,,,False,False,江西省,宜春市,综合院校,27.803689415419065,114.37468157312215
西安财经学院行知学院,,"['西安市', '陕西省教育厅', '财经院校']",0,,,False,False,陕西省,西安市,财经院校,34.25925586238061,109.00975081448848
河南工业贸易职业学院,,"['郑州市', '河南省教育厅', '财经院校']",0,,,False,False,河南省,郑州市,财经院校,34.740396071091155,101.62247338027404
百色学院,,"['百色市', '广西壮族自治区教育厅', '综合院校']",0,,,False,False,广西省,百色市,综合院校,23.896304908935072,106.6154435874292
湖南信息职业技术学院,,"['长沙市', '湖南省教育厅', '工科院校']",0,,,False,False,湖南省,长沙市,工科院校,28.347240560803932,112.8238483784973
私立华联学院,,"['广州市', '广东省教育厅', '综合院校']",0,,,False,False,广东省,广州市,综合院校,23.16208803737939,113.4115459836211
湖南商务职业技术学院,,"['长沙市', '湖南省教育厅', '财经院校']",0,,,False,False,湖南省,长沙市,财经院校,22.53625465531624,113.99830081711247
湖南文理学院芙蓉学院,,"['常德市', '湖南省教育厅', '综合院校']",0,,,False,False,湖南省,常德市,综合院校,28.191913247304726,113.03940774487253
陕西科技大学镐京学院,,"['咸阳市', '陕西省教育厅', '工科院校']",0,,,False,False,陕西省,咸阳市,工科院校,34.334315080503224,108.6984077365991
湖南汽车工程职业学院,,"['株洲市', '湖南省教育厅', '工科院校']",0,,,False,False,湖南省,株洲市,工科院校,27.886895021119543,113.15154600639312
河北民族师范学院,,"['承德市', '河北省教育厅', '师范院校']",0,,,False,False,河北省,承德市,师范院校,39.15348514470478,117.20359278135501
三江学院,,"['南京市', '江苏省教育厅', '综合院校']",0,,,False,False,江苏省,南京市,综合院校,31.966158024379975,118.76065779130651
湖南理工学院南湖学院,,"['岳阳市', '湖南省教育厅', '工科院校']",0,,,False,False,湖南省,岳阳市,工科院校,30.749132546338764,120.73496460046327
江西生物科技职业学院,,"['南昌市', '江西省教育厅', '农业院校']",0,,,False,False,江西省,南昌市,农业院校,22.655981918507194,114.03089852744777
西安工业大学北方信息工程学院,,"['西安市', '陕西省教育厅', '工科院校']",0,,,False,False,陕西省,西安市,工科院校,34.53601496565514,109.11384897224016
长沙电力职业技术学院,,"['长沙市', '湖南省教育厅', '工科院校']",0,,,False,False,湖南省,长沙市,工科院校,28.226168148637957,113.11529821128032
唐山师范学院,,"['唐山市', '河北省教育厅', '师范院校']",0,,,False,False,河北省,唐山市,师范院校,39.74319742985255,118.76669916535276
广西机电职业技术学院,,"['南宁市', '广西壮族自治区教育厅', '工科院校']",0,,,False,False,广西省,南宁市,工科院校,22.842128249809324,108.2440754290255
衡阳师范学院南岳学院,,"['衡阳市', '湖南省教育厅', '师范院校']",0,,,False,False,湖南省,衡阳市,师范院校,27.23836047456236,112.74557434825013
江西建设职业技术学院,,"['南昌市', '江西省教育厅', '工科院校']",0,,,False,False,江西省,南昌市,工科院校,22.655981918507194,114.03089852744777
延安大学西安创新学院,,"['西安市', '陕西省教育厅', '综合院校']",0,,,False,False,陕西省,西安市,综合院校,34.15753394969197,108.94335723390712
廊坊师范学院,,"['廊坊市', '河北省教育厅', '师范院校']",0,,,False,False,河北省,廊坊市,师范院校,39.52921014541957,116.67826839030856
青岛滨海学院,,"['青岛市', '山东省教育厅', '综合院校']",0,,,False,False,山东省,青岛市,综合院校,35.98807225038051,120.1743882757804
湖南工程学院应用技术学院,,"['湘潭市', '湖南省教育厅', '工科院校']",0,,,False,False,湖南省,湘潭市,工科院校,27.819295978087705,112.93422102053862
抚州职业技术学院,,"['抚州市', '江西省教育厅', '综合院校']",0,,,False,False,江西省,抚州市,综合院校,27.990057231955664,116.4524666187118
吉林大学珠海学院,,"['珠海市', '广东省教育厅', '综合院校']",0,,,False,False,广东省,珠海市,综合院校,22.05677278849865,113.41161991416455
衡水学院,,"['衡水市', '河北省教育厅', '师范院校']",0,,,False,False,河北省,衡水市,师范院校,37.74862798054048,115.6680920443233
安徽职业技术学院,,"['合肥市', '安徽省教育厅', '工科院校']",0,,,False,False,安徽省,合肥市,工科院校,31.93463855262073,117.38603836093988
湖南中医药大学湘杏学院,,"['长沙市', '湖南省教育厅', '医药院校']",0,,,False,False,湖南省,长沙市,医药院校,22.53625465531624,113.99830081711247
泰州学院,,"['泰州市', '江苏省教育厅', '师范院校']",0,,,False,False,江苏省,泰州市,师范院校,32.475521593727976,119.94868407571815
南昌大学科学技术学院,,"['南昌市', '江西省教育厅', '工科院校']",0,,,False,False,江西省,南昌市,工科院校,28.683971996158018,115.95118968667192
西安电子科技大学长安学院,,"['西安市', '陕西省教育厅', '工科院校']",0,,,False,False,陕西省,西安市,工科院校,34.12952150343443,108.84005326805682
石家庄学院,,"['石家庄市', '河北省教育厅', '综合院校']",0,,,False,False,河北省,石家庄市,综合院校,38.0255092782287,114.60673034021004
重庆航天职业技术学院,,"['重庆市', '重庆市教育委员会', '工科院校']",0,,,False,False,重庆市,重庆市,工科院校,29.065358482848378,106.11355643645662
吉首大学张家界学院,,"['张家界市', '湖南省教育厅', '综合院校']",0,,,False,False,湖南省,张家界市,综合院校,29.157557612839387,110.4577129236247
太湖创意职业技术学院,,"['无锡市', '江苏省教育厅', '财经院校']",0,,,False,False,江苏省,无锡市,财经院校,30.460113290447975,116.31547630162399
邯郸学院,,"['邯郸市', '河北省教育厅', '师范院校']",0,,,False,False,河北省,邯郸市,师范院校,36.58391286124921,114.51656633820694
内蒙古建筑职业技术学院,,"['呼和浩特市', '内蒙古自治区教育厅', '工科院校']",0,,,False,False,内蒙古省,呼和浩特市,工科院校,40.82264645652336,111.64543909774132
炎黄职业技术学院,,"['淮安市', '江苏省教育厅', '工科院校']",0,,,False,False,江苏省,淮安市,工科院校,31.26913888078859,121.57379096703126
华东交通大学理工学院,,"['南昌市', '江西省教育厅', '工科院校']",0,,,False,False,江西省,南昌市,工科院校,28.711270987845836,115.83815698235536
中国传媒大学南广学院,,"['南京市', '江苏省教育厅', '艺术院校']",0,,,False,False,江苏省,南京市,艺术院校,39.91803575630166,116.56387142937665
广州铁路职业技术学院,,"['广州市', '广东省教育厅', '工科院校']",0,,,False,False,广东省,广州市,工科院校,23.232714714160814,113.265266633069
邢台学院,,"['邢台市', '河北省教育厅', '师范院校']",0,,,False,False,河北省,邢台市,师范院校,37.0953445370125,114.51113958479061
伊春职业学院,,"['伊春市', '黑龙江省教育厅', '综合院校']",0,,,False,False,黑龙江省,伊春市,综合院校,47.721997292383165,128.88189560662786
河北政法职业学院,,"['石家庄市', '河北省教育厅', '政法院校']",0,,,False,False,河北省,石家庄市,政法院校,38.144517090440814,114.46911604455889
南京科技职业学院,,"['南京市', '江苏省教育厅', '工科院校']",0,,,False,False,江苏省,南京市,工科院校,32.23997909404457,118.75555703295976
东华理工大学长江学院,,"['抚州市', '江西省教育厅', '工科院校']",0,,,False,False,江西省,抚州市,工科院校,28.724024494372525,115.83277738998008
沧州师范学院,,"['沧州市', '河北省教育厅', '师范院校']",0,,,False,False,河北省,沧州市,师范院校,38.291282518991935,116.79024325009392
河北工业职业技术学院,,"['石家庄市', '河北省教育厅', '工科院校']",0,,,False,False,河北省,石家庄市,工科院校,37.98440702410778,114.46746702513421
正德职业技术学院,,"['南京市', '江苏省教育厅', '工科院校']",0,,,False,False,江苏省,南京市,工科院校,22.75838324516545,113.8544343151594
北京师范大学珠海分校,,"['珠海市', '广东省教育厅', '综合院校']",0,,,False,False,广东省,珠海市,综合院校,22.357938433458006,113.5456806030045
南昌航空大学科技学院,,"['南昌市', '江西省教育厅', '工科院校']",0,,,False,False,江西省,南昌市,工科院校,28.662120049028253,115.95002611154524
西安铁路职业技术学院,,"['西安市', '陕西省教育厅', '工科院校']",0,,,False,False,陕西省,西安市,工科院校,34.392794925437975,109.0744198281518
合肥通用职业技术学院,,"['合肥市', '安徽省教育厅', '工科院校']",0,,,False,False,安徽省,合肥市,工科院校,31.863846973163607,117.21013801496181
钟山职业技术学院,,"['南京市', '江苏省教育厅', '工科院校']",0,,,False,False,江苏省,南京市,工科院校,26.612652462640582,104.79835569397359
江西理工大学应用科学学院,,"['赣州市', '江西省教育厅', '工科院校']",0,,,False,False,江西省,赣州市,工科院校,25.859943010730625,114.93667102201711
河北司法警官职业学院,,"['邯郸市', '河北省教育厅', '政法院校']",0,,,False,False,河北省,邯郸市,政法院校,39.15348514470478,117.20359278135501
咸阳职业技术学院,,"['咸阳市', '陕西省教育厅', '综合院校']",0,,,False,False,陕西省,咸阳市,综合院校,34.30488131832169,108.74309044080145
无锡南洋职业技术学院,,"['无锡市', '江苏省教育厅', '工科院校']",0,,,False,False,江苏省,无锡市,工科院校,31.463712593466063,120.11673260272515
山西工商学院,,"['太原市', '山西省教育厅', '财经院校']",0,,,False,False,山西省,太原市,财经院校,37.77365298045343,112.58787485403299
西安职业技术学院,,"['西安市', '陕西省教育厅', '综合院校']",0,,,False,False,陕西省,西安市,综合院校,34.23302535570755,108.84670270510277
浙江万里学院,,"['宁波市', '浙江省教育厅', '工科院校']",0,,,False,False,浙江省,宁波市,工科院校,29.83305300764202,121.63781021905021
广东技术师范学院天河学院,,"['广州市', '广东省教育厅', '工科院校']",0,,,False,False,广东省,广州市,工科院校,23.13598642457228,113.37784838801973
安徽中医药高等专科学校,,"['芜湖市', '安徽省教育厅', '医药院校']",0,,,False,False,安徽省,芜湖市,医药院校,31.305967661630767,118.38295419047851
山西体育职业学院,,"['太原市', '山西省教育厅', '体育院校']",0,,,False,False,山西省,太原市,体育院校,40.63949807870581,117.37778715533908
商洛职业技术学院,,"['商洛市', '陕西省教育厅', '综合院校']",0,,,False,False,陕西省,商洛市,综合院校,33.88531444798675,109.91847711753493
安徽医学高等专科学校,,"['合肥市', '安徽省教育厅', '医药院校']",0,,,False,False,安徽省,合肥市,医药院校,31.793677958625445,117.2330679817484
山西警官职业学院,,"['太原市', '山西省教育厅', '政法院校']",0,,,False,False,山西省,太原市,政法院校,40.63949807870581,117.37778715533908
汉中职业技术学院,,"['汉中市', '陕西省教育厅', '综合院校']",0,,,False,False,陕西省,汉中市,综合院校,33.170844815534075,106.9853905121463
玉溪师范学院,,"['玉溪市', '云南省教育厅', '师范院校']",0,,,False,False,云南省,玉溪市,师范院校,24.345234445530583,102.57007626871933
呼和浩特职业学院,,"['呼和浩特市', '内蒙古自治区教育厅', '综合院校']",0,,,False,False,内蒙古省,呼和浩特市,综合院校,40.90487698821831,111.84821099542266
江西师范大学科学技术学院,,"['南昌市', '江西省教育厅', '综合院校']",0,,,False,False,江西省,南昌市,综合院校,28.68192976588954,115.93023024285894
山西国际商务职业学院,,"['太原市', '山西省教育厅', '财经院校']",0,,,False,False,山西省,太原市,财经院校,40.63949807870581,117.37778715533908
延安职业技术学院,,"['延安市', '陕西省教育厅', '工科院校']",0,,,False,False,陕西省,延安市,工科院校,36.635842189564585,109.41491633340092
蚌埠医学院,,"['蚌埠市', '安徽省教育厅', '医药院校']",0,34,,False,False,安徽省,蚌埠市,医药院校,32.958039702972414,117.38016955138211
安徽科技学院,,"['滁州市', '安徽省教育厅', '师范院校']",2,10,,False,False,安徽省,滁州市,师范院校,32.89106186829572,117.44177498393418
楚雄师范学院,,"['楚雄彝族自治州', '云南省教育厅', '师范院校']",0,,,False,False,云南省,楚雄彝族自治州,师范院校,25.032682426551016,101.55574499059384
浙江传媒学院,,"['杭州市', '浙江省教育厅', '语言院校']",0,,,False,False,浙江省,杭州市,语言院校,30.326960670968536,120.35007168097782
中央司法警官学院,,"['保定市', '司法部', '政法院校']",0,,,False,False,河北省,保定市,政法院校,34.78626238728316,113.81963056083981
沧州职业技术学院,,"['沧州市', '河北省教育厅', '综合院校']",0,,,False,False,河北省,沧州市,综合院校,38.28790620660907,116.82990343835944
赣南师范大学科技学院,,"['赣州市', '江西省教育厅', '师范院校']",0,,,False,False,江西省,赣州市,师范院校,25.857133490376246,114.93825168039194
潞安职业技术学院,,"['长治市', '山西省教育厅', '工科院校']",0,,,False,False,山西省,长治市,工科院校,36.44308899505508,112.99539249609276
渭南职业技术学院,,"['渭南市', '陕西省教育厅', '综合院校']",0,,,False,False,陕西省,渭南市,综合院校,34.50281781811162,109.48394715929848
皖南医学院,,"['芜湖市', '安徽省教育厅', '医药院校']",0,30,,False,False,安徽省,芜湖市,医药院校,31.347460942492205,118.37905024456269
中国民用航空飞行学院,,"['德阳市', '交通运输部', '工科院校']",0,,,False,False,四川省,德阳市,工科院校,30.425900438395608,103.84712553844564
泉州理工职业学院,,"['泉州市', '福建省教育厅', '工科院校']",0,,,False,False,福建省,泉州市,工科院校,24.785163085161305,118.47525883828757
江西科技师范大学理工学院,,"['南昌市', '江西省教育厅', '工科院校']",0,,,False,False,江西省,南昌市,工科院校,22.655981918507194,114.03089852744777
太原旅游职业学院,,"['太原市', '山西省教育厅', '语言院校']",0,,,False,False,山西省,太原市,语言院校,37.6994800281235,112.60656634593187
安康职业技术学院,,"['安康市', '陕西省教育厅', '综合院校']",0,,,False,False,陕西省,安康市,综合院校,32.69807808565422,109.00265195519589
安徽中医药大学,,"['合肥市', '安徽省教育厅', '医药院校']",0,31,5,False,False,安徽省,合肥市,医药院校,31.85975952708514,117.2693975226746
昆明学院,,"['昆明市', '云南省教育厅', '综合院校']",0,,,False,False,云南省,昆明市,综合院校,24.981649082347868,102.80591065993973
江西司法警官职业学院,,"['南昌市', '江西省教育厅', '政法院校']",0,,,False,False,江西省,南昌市,政法院校,28.6857657571346,115.82800873518194
江西财经大学现代经济管理学院,,"['南昌市', '江西省教育厅', '财经院校']",0,,,False,False,江西省,南昌市,财经院校,28.745487709424424,115.86137862893337
山西旅游职业学院,,"['太原市', '山西省教育厅', '语言院校']",0,,,False,False,山西省,太原市,语言院校,40.63949807870581,117.37778715533908
铜川职业技术学院,,"['铜川市', '陕西省教育厅', '师范院校']",0,,,False,False,陕西省,铜川市,师范院校,34.89146117070226,108.93972879829121
河北能源职业技术学院,,"['唐山市', '河北省教育厅', '工科院校']",0,,,False,False,河北省,唐山市,工科院校,39.15348514470478,117.20359278135501
内蒙古机电职业技术学院,,"['呼和浩特市', '内蒙古自治区教育厅', '工科院校']",0,,,False,False,内蒙古省,呼和浩特市,工科院校,40.846368007406085,111.65525398374334
山西管理职业学院,,"['临汾市', '山西省教育厅', '财经院校']",0,,,False,False,山西省,临汾市,财经院校,40.63949807870581,117.37778715533908
甘肃农业职业技术学院,,"['兰州市', '甘肃省教育厅', '农业院校']",0,,,False,False,甘肃省,兰州市,农业院校,36.0506458800472,103.89553998339754
阜阳师范学院,,"['阜阳市', '安徽省教育厅', '师范院校']",0,3,,False,False,安徽省,阜阳市,师范院校,32.899595659195164,115.81115510187577
榆林学院,,"['榆林市', '陕西省教育厅', '综合院校']",0,,,False,False,陕西省,榆林市,综合院校,38.29937005677092,109.72809599690548
内蒙古化工职业学院,,"['呼和浩特市', '内蒙古自治区教育厅', '工科院校']",0,,,False,False,内蒙古省,呼和浩特市,工科院校,23.739624177535323,114.70424318495056
渤海船舶职业学院,,"['葫芦岛市', '辽宁省教育厅', '工科院校']",0,,,False,False,辽宁省,葫芦岛市,工科院校,37.17229009637194,119.23104864448457
乌兰察布职业学院,,"['乌兰察布市', '内蒙古自治区教育厅', '综合院校']",0,,,False,False,内蒙古省,乌兰察布市,综合院校,40.98150240540208,113.18719132247807
西昌学院,,"['凉山彝族自治州', '四川省教育厅', '综合院校']",0,,,False,False,四川省,凉山彝族自治州,综合院校,27.952339319218723,102.21948945711465
商洛学院,,"['商洛市', '陕西省教育厅', '师范院校']",0,,,False,False,陕西省,商洛市,师范院校,33.87003563512474,109.96305813355357
内蒙古商贸职业学院,,"['呼和浩特市', '内蒙古自治区教育厅', '财经院校']",0,,,False,False,内蒙古省,呼和浩特市,财经院校,23.739624177535323,114.70424318495056
江西旅游商贸职业学院,,"['南昌市', '江西省教育厅', '财经院校']",0,,,False,False,江西省,南昌市,财经院校,28.71287602310629,115.79770898017094
武汉晴川学院,,"['武汉市', '湖北省教育厅', '综合院校']",0,,,False,False,湖北省,武汉市,综合院校,30.396583932537286,114.5456733231718
天津冶金职业技术学院,,"['天津市', '天津市教育委员会', '工科院校']",0,,,False,False,天津市,天津市,工科院校,39.265666073582885,117.12113103045556
新疆石河子职业技术学院,,"['石河子市', '新疆生产建设兵团', '工科院校']",0,,,False,False,新疆省,石河子市,工科院校,44.306280136224466,86.0579260090717
长治医学院,,"['长治市', '山西省教育厅', '医药院校']",0,,,False,False,山西省,长治市,医药院校,36.17865686095431,113.12463000303282
淮北师范大学,,"['淮北市', '安徽省教育厅', '师范院校']",0,17,,False,False,安徽省,淮北市,师范院校,33.98939725642715,116.8176097681332
安康学院,,"['安康市', '陕西省教育厅', '综合院校']",0,,,False,False,陕西省,安康市,综合院校,32.68795008526778,109.04151902952665
南阳理工学院,,"['南阳市', '河南省教育厅', '工科院校']",0,,,False,False,河南省,南阳市,工科院校,32.99187337897586,112.53233019892619
锡林郭勒职业学院,,"['锡林郭勒盟', '内蒙古自治区教育厅', '综合院校']",0,,,False,False,内蒙古省,锡林郭勒盟,综合院校,43.93430877710056,116.03429005834896
天津石油职业技术学院,,"['天津市', '天津市教育委员会', '工科院校']",0,,,False,False,天津市,天津市,工科院校,38.849007088779494,117.22500533047416
辽宁传媒学院,,"['沈阳市', '辽宁省教育厅', '艺术院校']",0,,,False,False,辽宁省,沈阳市,艺术院校,22.538378439501724,114.00061098939172
武汉商学院,,"['武汉市', '湖北省教育厅', '财经院校']",0,,,False,False,湖北省,武汉市,财经院校,30.466056090983283,114.09378504824384
江苏联合职业技术学院,,"['南京市', '江苏省教育厅', '工科院校']",0,,,False,False,江苏省,南京市,工科院校,31.31422188955006,120.60954300549905
江西环境工程职业学院,,"['赣州市', '江西省教育厅', '林业院校']",0,,,False,False,江西省,赣州市,林业院校,22.655981918507194,114.03089852744777
天津城市职业学院,,"['天津市', '天津市教育委员会', '综合院校']",0,,,False,False,天津市,天津市,综合院校,39.155519052219226,117.24350215956902
大连软件职业学院,,"['大连市', '辽宁省教育厅', '工科院校']",0,,,False,False,辽宁省,大连市,工科院校,38.942217608129674,121.50330434722424
太原师范学院,,"['太原市', '山西省教育厅', '师范院校']",0,3,,False,False,山西省,太原市,师范院校,37.78672643770523,112.61409711051365
黄山学院,,"['黄山市', '安徽省教育厅', '综合院校']",0,,,False,False,安徽省,黄山市,综合院校,33.86623346747982,115.77742085539846
湖南体育职业学院,,"['长沙市', '湖南省教育厅', '体育院校']",0,,,False,False,湖南省,长沙市,体育院校,22.53625465531624,113.99830081711247
江苏海事职业技术学院,,"['南京市', '江苏省教育厅', '工科院校']",0,,,False,False,江苏省,南京市,工科院校,31.924348379627663,118.91368727900054
黑龙江生物科技职业学院,,"['哈尔滨市', '黑龙江省教育厅', '综合院校']",0,,,False,False,黑龙江省,哈尔滨市,综合院校,29.48708098348872,106.13649915917388
北京科技职业学院,,"['北京市', '北京市教育委员会', '工科院校']",0,,,False,False,北京市,北京市,工科院校,40.1236490895423,116.25717196215997
大连翻译职业学院,,"['大连市', '辽宁省教育厅', '语言院校']",0,,,False,False,辽宁省,大连市,语言院校,39.07384602373855,121.76351919921608
皖西学院,,"['六安市', '安徽省教育厅', '师范院校']",0,,,False,False,安徽省,六安市,师范院校,31.7673409298609,116.49023696740156
西南医科大学,,"['泸州市', '四川省教育厅', '医药院校']",0,46,1,False,False,四川省,泸州市,医药院校,28.910021048417416,105.42295533011288
西安培华学院,,"['西安市', '陕西省教育厅', '综合院校']",0,,,False,False,陕西省,西安市,综合院校,34.23183503114361,108.91489792721497
广东石油化工学院,,"['茂名市', '广东省教育厅', '综合院校']",0,,,False,False,广东省,茂名市,综合院校,21.685017564820182,110.92927714330413
石家庄铁路职业技术学院,,"['石家庄市', '河北省教育厅', '工科院校']",0,,,False,False,河北省,石家庄市,工科院校,38.09399861452092,114.53355760726707
应天职业技术学院,,"['南京市', '江苏省教育厅', '工科院校']",0,,,False,False,江苏省,南京市,工科院校,31.776599983327436,118.78946797613088
江西艺术职业学院,,"['南昌市', '江西省教育厅', '艺术院校']",0,,,False,False,江西省,南昌市,艺术院校,28.761787004937062,115.8655839563464
黑龙江商业职业学院,,"['牡丹江市', '黑龙江省教育厅', '财经院校']",0,,,False,False,黑龙江省,牡丹江市,财经院校,29.48708098348872,106.13649915917388
辽宁商贸职业学院,,"['沈阳市', '辽宁省教育厅', '财经院校']",0,,,False,False,辽宁省,沈阳市,财经院校,22.538378439501724,114.00061098939172
晋中学院,,"['晋中市', '山西省教育厅', '综合院校']",0,,,False,False,山西省,晋中市,综合院校,37.428626182120894,112.56262106072265
