name,ranking,tag_lst,key_major_count,graduate_program_count,doctoral_program_count,is_211,is_985,location_province,location_city,university_type,latitude,longitude
广西电力职业技术学院,,"['南宁市', '广西壮族自治区教育厅', '工科院校']",0,,,False,False,广西省,南宁市,工科院校,22.85755628724968,108.27636034938233
天津财经大学珠江学院,,"['天津市', '天津市教育委员会', '财经院校']",0,,,False,False,天津市,天津市,财经院校,39.06696664342244,117.284788999452
湖南工学院,,"['衡阳市', '湖南省教育厅', '工科院校']",0,,,False,False,湖南省,衡阳市,工科院校,26.888518675605393,112.69125049034932
仰恩大学,,"['泉州市', '福建省教育厅', '财经院校']",0,,,False,False,福建省,泉州市,财经院校,25.11569097888772,118.61513704343876
广州民航职业技术学院,,"['广州市', '交通运输部', '工科院校']",0,,,False,False,广东省,广州市,工科院校,23.171387983063955,113.26391504259914
苏州农业职业技术学院,,"['苏州市', '江苏省教育厅', '农业院校']",0,,,False,False,江苏省,苏州市,农业院校,31.32013531080189,120.58819369708782
青岛黄海学院,,"['青岛市', '山东省教育厅', '综合院校']",0,,,False,False,山东省,青岛市,综合院校,35.930029823810045,120.11882295964686
海南政法职业学院,,"['海口市', '海南省教育厅', '政法院校']",0,,,False,False,海南省,海口市,政法院校,36.2921024798988,100.62662114445924
九江职业技术学院,,"['九江市', '江西省教育厅', '综合院校']",0,,,False,False,江西省,九江市,综合院校,29.687289018719984,116.00081495760435
安徽外国语学院,,"['合肥市', '安徽省教育厅', '语言院校']",0,,,False,False,安徽省,合肥市,语言院校,22.535995532857303,113.99913767852527
青岛求实职业技术学院,,"['青岛市', '山东省教育厅', '综合院校']",0,,,False,False,山东省,青岛市,综合院校,36.23779584778769,120.3487459617062
海南外国语职业学院,,"['文昌市', '海南省教育厅', '语言院校']",0,,,False,False,海南省,文昌市,语言院校,36.2921024798988,100.62662114445924
安徽文达信息工程学院,,"['合肥市', '安徽省教育厅', '工科院校']",0,,,False,False,安徽省,合肥市,工科院校,31.74861282687802,117.02591217351727
山东现代学院,,"['济南市', '山东省教育厅', '综合院校']",0,,,False,False,山东省,济南市,综合院校,36.6783266104931,117.36202395974165
湖北中医药大学,,"['武汉市', '湖北省教育厅', '医药院校']",0,28,,False,False,湖北省,武汉市,医药院校,30.45378790372923,114.27696903495792
喀什大学,,"['喀什地区', '新疆维吾尔自治区教育厅', '师范院校']",0,11,,False,False,新疆省,喀什地区,师范院校,39.484196726932964,76.00933109642145
濮阳职业技术学院,,"['濮阳市', '河南省教育厅', '工科院校']",0,,,False,False,河南省,濮阳市,工科院校,35.776596865985155,114.96332600731733
云南农业职业技术学院,,"['昆明市', '云南省教育厅', '农业院校']",0,,,False,False,云南省,昆明市,农业院校,25.172325268733836,102.98534278380154
安徽工贸职业技术学院,,"['淮南市', '安徽省教育厅', '工科院校']",0,,,False,False,安徽省,淮南市,工科院校,22.535995532857303,113.99913767852527
济南职业学院,,"['济南市', '山东省教育厅', '综合院校']",0,,,False,False,山东省,济南市,综合院校,36.645633272607476,117.03130955234342
中国矿业大学徐海学院,,"['徐州市', '江苏省教育厅', '工科院校']",0,,,False,False,江苏省,徐州市,工科院校,40.15889561510147,116.26810964021891
伊犁师范学院,,"['伊犁哈萨克自治州', '新疆维吾尔自治区教育厅', '师范院校']",0,,,False,False,新疆省,伊犁哈萨克自治州,师范院校,44.421810080362654,84.89124597883257
湖南财政经济学院,,"['长沙市', '湖南省教育厅', '财经院校']",0,,,False,False,湖南省,长沙市,财经院校,22.53625465531624,113.99830081711247
河南警察学院,,"['郑州市', '河南省教育厅', '政法院校']",0,,,False,False,河南省,郑州市,政法院校,34.740396071091155,101.62247338027404
上海第二工业大学,,"['上海市', '上海市教育委员会', '工科院校']",0,15,,False,False,上海市,上海市,工科院校,31.384573853638557,121.49773503272347
云南司法警官职业学院,,"['昆明市', '云南省教育厅', '政法院校']",0,,,False,False,云南省,昆明市,政法院校,22.536472468017156,113.99725042847999
宿州职业技术学院,,"['宿州市', '安徽省教育厅', '工科院校']",0,,,False,False,安徽省,宿州市,工科院校,33.73081306763199,116.98040599265391
山东协和学院,,"['济南市', '山东省教育厅', '医药院校']",0,,,False,False,山东省,济南市,医药院校,36.80770659232227,117.20301642853981
湖南信息学院,,"['长沙市', '湖南省教育厅', '综合院校']",0,,,False,False,湖南省,长沙市,综合院校,22.53625465531624,113.99830081711247
滇西科技师范学院,,"['临沧市', '云南省教育厅', '师范院校']",0,,,False,False,云南省,临沧市,师范院校,24.476243932472578,109.3921909873856
和田师范专科学校,,"['和田地区', '新疆维吾尔自治区教育厅', '师范院校']",0,,,False,False,新疆省,和田地区,师范院校,37.11598125672611,79.91568797439288
永州职业技术学院,,"['永州市', '湖南省教育厅', '综合院校']",0,,,False,False,湖南省,永州市,综合院校,26.466523093183774,111.60325052483313
六安职业技术学院,,"['六安市', '安徽省教育厅', '工科院校']",0,,,False,False,安徽省,六安市,工科院校,31.837741505506404,116.55059016207272
宁夏大学新华学院,,"['银川市', '宁夏回族自治区教育厅', '综合院校']",0,,,False,False,宁夏省,银川市,综合院校,38.32036671947827,116.87243317374606
新疆财经大学,,"['乌鲁木齐市', '新疆维吾尔自治区教育厅', '财经院校']",9,41,3,False,False,新疆省,乌鲁木齐市,财经院校,43.88890113418525,87.55535000096033
湖南警察学院,,"['长沙市', '湖南省教育厅', '政法院校']",0,,,False,False,湖南省,长沙市,政法院校,22.53625465531624,113.99830081711247
广州番禺职业技术学院,,"['广州市', '广东省教育厅', '综合院校']",0,,,False,False,广东省,广州市,综合院校,22.909053061442457,113.31345129145555
湖南铁道职业技术学院,,"['株洲市', '湖南省教育厅', '综合院校']",0,,,False,False,湖南省,株洲市,综合院校,27.88530600316186,113.13588000745703
云南文化艺术职业学院,,"['昆明市', '云南省教育厅', '艺术院校']",0,,,False,False,云南省,昆明市,艺术院校,24.977167176871337,102.64148841266972
石家庄财经职业学院,,"['石家庄市', '河北省教育厅', '财经院校']",0,,,False,False,河北省,石家庄市,财经院校,38.174459045225966,114.44224997251922
云南大学滇池学院,,"['昆明市', '云南省教育厅', '综合院校']",0,,,False,False,云南省,昆明市,综合院校,25.236585250403053,103.00995518696963
江苏经贸职业技术学院,,"['南京市', '江苏省教育厅', '财经院校']",0,,,False,False,江苏省,南京市,财经院校,31.937406012536716,118.8914413718598
湖南涉外经济学院,,"['长沙市', '湖南省教育厅', '综合院校']",0,,,False,False,湖南省,长沙市,综合院校,22.53625465531624,113.99830081711247
辽宁石油化工大学顺华能源学院,,"['抚顺市', '辽宁省教育厅', '工科院校']",0,,,False,False,辽宁省,抚顺市,工科院校,22.962974369075162,113.91583178996562
新疆艺术学院,,"['乌鲁木齐市', '新疆维吾尔自治区教育厅', '艺术院校']",0,,,False,False,新疆省,乌鲁木齐市,艺术院校,43.77686478115568,87.63435444344353
湖南科技职业学院,,"['长沙市', '湖南省教育厅', '综合院校']",0,,,False,False,湖南省,长沙市,综合院校,28.127002533068115,113.03156203438152
云南经济管理学院,,"['昆明市', '云南省教育厅', '财经院校']",0,,,False,False,云南省,昆明市,财经院校,24.90455607904814,102.44226598961575
安徽交通职业技术学院,,"['合肥市', '安徽省教育厅', '工科院校']",0,,,False,False,安徽省,合肥市,工科院校,31.828607979494816,117.30249999088673
云南大学旅游文化学院,,"['丽江市', '云南省教育厅', '综合院校']",0,,,False,False,云南省,丽江市,综合院校,25.060198343162952,102.7085742274549
河北工业大学城市学院,,"['廊坊市', '河北省教育厅', '工科院校']",0,,,False,False,河北省,廊坊市,工科院校,39.17884707953632,117.17627998198523
湖北师范大学,,"['黄石市', '湖北省教育厅', '师范院校']",0,,,False,False,湖北省,黄石市,师范院校,23.087955698235312,113.30709326471913
吉林交通职业技术学院,,"['长春市', '吉林省教育厅', '工科院校']",0,,,False,False,吉林省,长春市,工科院校,43.84356783457924,126.55563450495482
北京财贸职业学院,,"['北京市', '北京市教育委员会', '财经院校']",0,,,False,False,北京市,北京市,财经院校,39.92714708525436,116.65417799246418
石家庄信息工程职业学院,,"['石家庄市', '河北省教育厅', '综合院校']",0,,,False,False,河北省,石家庄市,综合院校,38.00531802917683,114.60990998239316
昆明理工大学津桥学院,,"['昆明市', '云南省教育厅', '工科院校']",0,,,False,False,云南省,昆明市,工科院校,25.078521554427105,102.66051344539814
黄冈师范学院,,"['黄冈市', '湖北省教育厅', '师范院校']",0,,,False,False,湖北省,黄冈市,师范院校,30.455736034731306,114.9332655608842
湖南女子学院,,"['长沙市', '湖南省教育厅', '语言院校']",0,,,False,False,湖南省,长沙市,语言院校,22.53625465531624,113.99830081711247
长春东方职业学院,,"['长春市', '吉林省教育厅', '综合院校']",0,,,False,False,吉林省,长春市,综合院校,44.14117212062,125.51594603821971
青海卫生职业技术学院,,"['西宁市', '青海省教育厅', '医药院校']",0,,,False,False,青海省,西宁市,医药院校,25.134719801670993,98.5790311011298
滨州职业学院,,"['滨州市', '山东省教育厅', '综合院校']",0,,,False,False,山东省,滨州市,综合院校,37.42438292020418,118.00534742698447
云南师范大学商学院,,"['昆明市', '云南省教育厅', '综合院校']",0,,,False,False,云南省,昆明市,综合院校,25.240503332956425,103.01628294081038
南京理工大学泰州科技学院,,"['泰州市', '江苏省教育厅', '工科院校']",0,,,False,False,江苏省,泰州市,工科院校,32.47152093823927,119.94778864478579
合肥师范学院,,"['合肥市', '安徽省教育厅', '师范院校']",0,,,False,False,安徽省,合肥市,师范院校,31.756899945780187,117.23498101316247
湖北职业技术学院,,"['孝感市', '湖北省教育厅', '工科院校']",0,,,False,False,湖北省,孝感市,工科院校,30.913359273108608,113.93217045479095
山东科技职业学院,,"['潍坊市', '山东省教育厅', '工科院校']",0,,,False,False,山东省,潍坊市,工科院校,36.669209351389036,119.03040070035104
河北美术学院,,"['石家庄市', '河北省教育厅', '艺术院校']",0,,,False,False,河北省,石家庄市,艺术院校,39.18924009315575,117.2237759095532
南京师范大学泰州学院,,"['泰州市', '江苏省教育厅', '综合院校']",0,,,False,False,江苏省,泰州市,综合院校,32.48181840727439,119.94715686652064
湖北第二师范学院,,"['武汉市', '湖北省教育厅', '师范院校']",0,,,False,False,湖北省,武汉市,师范院校,23.087955698235312,113.30709326471913
海口经济学院,,"['海口市', '海南省教育厅', '综合院校']",0,,,False,False,海南省,海口市,综合院校,19.970277324096806,110.49517432948109
重庆房地产职业学院,,"['重庆市', '重庆市教育委员会', '综合院校']",0,,,False,False,重庆市,重庆市,综合院校,29.624144240656253,106.33472805633413
昆明医科大学海源学院,,"['昆明市', '云南省教育厅', '医药院校']",0,,,False,False,云南省,昆明市,医药院校,24.846244945699304,102.838406951583
四川外国语大学重庆南方翻译学院,,"['重庆市', '重庆市教育委员会', '语言院校']",0,,,False,False,重庆市,重庆市,语言院校,29.670270988432257,106.61428153942188
东莞理工学院城市学院,,"['东莞市', '广东省教育厅', '工科院校']",0,,,False,False,广东省,东莞市,工科院校,22.97387189734759,113.99266116529213
山东政法学院,,"['济南市', '山东省教育厅', '政法院校']",0,,,False,False,山东省,济南市,政法院校,36.659673311765964,117.0609046765224
湖北民族学院,,"['恩施土家族苗族自治州', '湖北省教育厅', '民族院校']",0,24,,False,False,湖北省,恩施土家族苗族自治州,民族院校,30.301280666941715,109.50944259679102
黑龙江建筑职业技术学院,,"['哈尔滨市', '黑龙江省教育厅', '工科院校']",0,,,False,False,黑龙江省,哈尔滨市,工科院校,29.48708098348872,106.13649915917388
武昌首义学院,,"['武汉市', '湖北省教育厅', '工科院校']",0,,,False,False,湖北省,武汉市,工科院校,30.49324795571091,114.31331106233067
北京经贸职业学院,,"['北京市', '北京市教育委员会', '财经院校']",0,,,False,False,北京市,北京市,财经院校,39.72787006020548,116.17059902626356
安顺职业技术学院,,"['安顺市', '贵州省教育厅', '综合院校']",0,,,False,False,贵州省,安顺市,综合院校,26.246077670612138,105.95150293098509
重庆师范大学涉外商贸学院,,"['重庆市', '重庆市教育委员会', '财经院校']",0,,,False,False,重庆市,重庆市,财经院校,29.864237385379116,106.0838296206997
安徽财贸职业学院,,"['合肥市', '安徽省教育厅', '财经院校']",0,,,False,False,安徽省,合肥市,财经院校,31.758433946651525,117.1855730423165
武汉东湖学院,,"['武汉市', '湖北省教育厅', '综合院校']",0,,,False,False,湖北省,武汉市,综合院校,30.428081515570526,114.32338699591389
九州职业技术学院,,"['徐州市', '江苏省教育厅', '工科院校']",0,,,False,False,江苏省,徐州市,工科院校,34.18988302812436,117.16734902860505
武昌理工学院,,"['武汉市', '湖北省教育厅', '工科院校']",0,,,False,False,湖北省,武汉市,工科院校,30.559566983522483,114.32254851755089
黔东南民族职业技术学院,,"['黔东南苗族侗族自治州', '贵州省教育厅', '综合院校']",0,,,False,False,贵州省,黔东南苗族侗族自治州,综合院校,26.533238909997767,107.90663783381041
重庆工商大学融智学院,,"['重庆市', '重庆市教育委员会', '财经院校']",0,,,False,False,重庆市,重庆市,财经院校,29.664664485733194,106.4692831725266
安徽国际商务职业学院,,"['合肥市', '安徽省教育厅', '财经院校']",0,,,False,False,安徽省,合肥市,财经院校,32.29840894284505,118.31972632834486
湖北文理学院,,"['襄阳市', '湖北省教育厅', '综合院校']",0,,,False,False,湖北省,襄阳市,综合院校,23.087955698235312,113.30709326471913
长沙航空职业技术学院,,"['长沙市', '空军装备部', '工科院校']",0,,,False,False,湖南省,长沙市,工科院校,28.148327052944545,113.0515737658818
黔南民族职业技术学院,,"['黔南布依族苗族自治州', '贵州省教育厅', '综合院校']",0,,,False,False,贵州省,黔南布依族苗族自治州,综合院校,26.30941661784201,107.46273369840178
重庆工商大学派斯学院,,"['重庆市', '重庆市教育委员会', '财经院校']",0,,,False,False,重庆市,重庆市,财经院校,29.508617976856407,106.57370247446362
沙洲职业工学院,,"['苏州市', '江苏省教育厅', '工科院校']",0,,,False,False,江苏省,苏州市,工科院校,31.99699257241639,118.73610979663533
汉口学院,,"['武汉市', '湖北省教育厅', '综合院校']",0,,,False,False,湖北省,武汉市,综合院校,30.42224490612944,114.32331288570931
南通理工学院,,"['南通市', '江苏省教育厅', '工科院校']",0,,,False,False,江苏省,南通市,工科院校,32.048624604731764,120.81565695899972
遵义职业技术学院,,"['遵义市', '贵州省教育厅', '综合院校']",0,,,False,False,贵州省,遵义市,综合院校,27.718627700404987,107.05021393207652
燕山大学里仁学院,,"['秦皇岛市', '河北省教育厅', '工科院校']",0,,,False,False,河北省,秦皇岛市,工科院校,39.9172700770382,119.5305320235396
安徽林业职业技术学院,,"['合肥市', '安徽省教育厅', '林业院校']",0,,,False,False,安徽省,合肥市,林业院校,31.847394180074538,117.19396204798255
唐山学院,,"['唐山市', '河北省教育厅', '工科院校']",0,,,False,False,河北省,唐山市,工科院校,39.64523758695947,118.19854042352128
电子科技大学中山学院,,"['中山市', '广东省教育厅', '工科院校']",0,,,False,False,广东省,中山市,工科院校,22.533192639293677,113.39652406973545
包头职业技术学院,,"['包头市', '内蒙古自治区教育厅', '工科院校']",0,,,False,False,内蒙古省,包头市,工科院校,40.65021497108327,109.95986196254907
云南科技信息职业学院,,"['昆明市', '云南省教育厅', '工科院校']",0,,,False,False,云南省,昆明市,工科院校,25.08998862805976,102.7662185818417
安徽冶金科技职业学院,,"['马鞍山市', '安徽省教育厅', '工科院校']",0,,,False,False,安徽省,马鞍山市,工科院校,22.535995532857303,113.99913767852527
石家庄铁道大学四方学院,,"['石家庄市', '河北省教育厅', '工科院校']",0,,,False,False,河北省,石家庄市,工科院校,37.890295849212656,114.41657217900816
安徽审计职业学院,,"['合肥市', '安徽省教育厅', '财经院校']",0,,,False,False,安徽省,合肥市,财经院校,31.729763653544744,117.26448594746824
邯郸职业技术学院,,"['邯郸市', '河北省教育厅', '工科院校']",0,,,False,False,河北省,邯郸市,工科院校,36.588547099809034,114.5179172998634
广西科技师范学院,,"['来宾市', '广西壮族自治区教育厅', '师范院校']",0,,,False,False,广西省,来宾市,师范院校,23.779485145501987,109.21754790985699
黑龙江工程学院,,"['哈尔滨市', '黑龙江省教育厅', '工科院校']",0,,,False,False,黑龙江省,哈尔滨市,工科院校,45.79205986072297,126.69388802511111
黄河水利职业技术学院,,"['开封市', '河南省教育厅', '工科院校']",0,,,False,False,河南省,开封市,工科院校,34.833465930889254,114.32692299589283
新疆能源职业技术学院,,"['乌鲁木齐市', '新疆维吾尔自治区教育厅', '工科院校']",0,,,False,False,新疆省,乌鲁木齐市,工科院校,43.37462138584273,88.31225943892068
西双版纳职业技术学院,,"['西双版纳傣族自治州', '云南省教育厅', '综合院校']",0,,,False,False,云南省,西双版纳傣族自治州,综合院校,22.013669359150754,100.7957003768242
安徽城市管理职业学院,,"['合肥市', '安徽省教育厅', '财经院校']",0,,,False,False,安徽省,合肥市,财经院校,31.934507551048544,117.39888305176596
河北地质大学华信学院,,"['石家庄市', '河北省教育厅', '财经院校']",0,,,False,False,河北省,石家庄市,财经院校,39.15348514470478,117.20359278135501
湖北美术学院,,"['武汉市', '湖北省教育厅', '艺术院校']",0,,,False,False,湖北省,武汉市,艺术院校,31.283213906444924,121.38700522437495
沈阳大学,,"['沈阳市', '辽宁省教育厅', '综合院校']",0,38,1,False,False,辽宁省,沈阳市,综合院校,41.83225155581328,123.46706163613293
广东培正学院,,"['广州市', '广东省教育厅', '财经院校']",0,,,False,False,广东省,广州市,财经院校,23.41548345592939,113.09676410251292
安徽机电职业技术学院,,"['芜湖市', '安徽省教育厅', '工科院校']",0,,,False,False,安徽省,芜湖市,工科院校,31.289015886419033,118.36831100219091
安徽邮电职业技术学院,,"['合肥市', '安徽省教育厅', '工科院校']",0,,,False,False,安徽省,合肥市,工科院校,22.535995532857303,113.99913767852527
白城职业技术学院,,"['白城市', '吉林省教育厅', '工科院校']",0,,,False,False,吉林省,白城市,工科院校,45.64814971865794,122.81095140904932
北京服装学院,,"['北京市', '北京市教育委员会', '工科院校']",3,12,,False,False,北京市,北京市,工科院校,39.98023409895887,116.4374570271628
广西财经学院,,"['南宁市', '广西壮族自治区教育厅', '财经院校']",0,,,False,False,广西省,南宁市,财经院校,22.842010846096787,108.3048057323297
广东松山职业技术学院,,"['韶关市', '广东省教育厅', '工科院校']",0,,,False,False,广东省,韶关市,工科院校,25.062956850765683,121.56792927456993
广东科学技术职业学院,,"['广州市', '广东省教育厅', '综合院校']",0,,,False,False,广东省,广州市,综合院校,23.15100595985705,113.36993359783503
西安航空职业技术学院,,"['西安市', '陕西省教育厅', '工科院校']",0,,,False,False,陕西省,西安市,工科院校,34.65622878786965,109.21754765353155
安徽工商职业学院,,"['合肥市', '安徽省教育厅', '财经院校']",0,,,False,False,安徽省,合肥市,财经院校,31.96561436347701,117.266625711193
华北理工大学冀唐学院,,"['唐山市', '河北省教育厅', '医药院校']",0,,,False,False,河北省,唐山市,医药院校,32.33334070195658,119.15619275650756
安徽工业职业技术学院,,"['铜陵市', '安徽省教育厅', '工科院校']",0,,,False,False,安徽省,铜陵市,工科院校,30.939962619889737,117.80582353253557
哈尔滨科学技术职业学院,,"['哈尔滨市', '黑龙江省教育厅', '综合院校']",0,,,False,False,黑龙江省,哈尔滨市,综合院校,45.548353899416476,126.96389458682451
湖北汽车工业学院,,"['十堰市', '湖北省教育厅', '工科院校']",0,,,False,False,湖北省,十堰市,工科院校,32.658008100009354,110.74317798928072
抚顺职业技术学院,,"['抚顺市', '辽宁省教育厅', '综合院校']",0,,,False,False,辽宁省,抚顺市,综合院校,41.791131891113785,123.70071000097268
南宁学院,,"['南宁市', '广西壮族自治区教育厅', '工科院校']",0,,,False,False,广西省,南宁市,工科院校,22.755882635708236,108.45961269708518
甘肃医学院,,"['平凉市', '甘肃省教育厅', '医药院校']",0,,,False,False,甘肃省,平凉市,医药院校,22.538315850554728,113.99670641466334
金华职业技术学院,,"['金华市', '浙江省教育厅', '综合院校']",0,,,False,False,浙江省,金华市,综合院校,29.067929012173977,119.64255600402646
常州信息职业技术学院,,"['常州市', '江苏省教育厅', '工科院校']",0,,,False,False,江苏省,常州市,工科院校,31.683937706450756,119.9610098154511
广东食品药品职业学院,,"['广州市', '广东省教育厅', '工科院校']",0,,,False,False,广东省,广州市,工科院校,22.53581126769833,113.99743053873469
陕西财经职业技术学院,,"['咸阳市', '陕西省教育厅', '财经院校']",0,,,False,False,陕西省,咸阳市,财经院校,22.537232055797077,113.99822095775265
安徽中澳科技职业学院,,"['合肥市', '安徽省教育厅', '语言院校']",0,,,False,False,安徽省,合肥市,语言院校,31.8841065394609,117.25798868337566
太原科技大学华科学院,,"['太原市', '山西省教育厅', '工科院校']",0,,,False,False,山西省,太原市,工科院校,37.87891102493908,112.49789204025127
陇南师范高等专科学校,,"['陇南市', '甘肃省教育厅', '师范院校']",0,,,False,False,甘肃省,陇南市,师范院校,33.75979938085773,105.74926778293329
日照职业技术学院,,"['日照市', '山东省教育厅', '综合院校']",5,,,False,False,山东省,日照市,综合院校,35.46811590020098,119.54595898338466
陕西交通职业技术学院,,"['西安市', '陕西省教育厅', '工科院校']",0,,,False,False,陕西省,西安市,工科院校,34.330812340344096,108.94618743524686
宁夏职业技术学院,,"['银川市', '宁夏回族自治区教育厅', '综合院校']",0,,,False,False,宁夏省,银川市,综合院校,38.464453346515356,106.17116945214102
阜阳科技职业学院,,"['阜阳市', '安徽省教育厅', '工科院校']",0,,,False,False,安徽省,阜阳市,工科院校,32.90339110215451,115.79483001618183
山西医科大学晋祠学院,,"['太原市', '山西省教育厅', '医药院校']",0,,,False,False,山西省,太原市,医药院校,37.69285404393556,112.43539099710573
漳州城市职业学院,,"['漳州市', '福建省教育厅', '综合院校']",0,,,False,False,福建省,漳州市,综合院校,24.53063102785286,117.63993101263469
北京印刷学院,,"['北京市', '北京市教育委员会', '工科院校']",0,19,,False,False,北京市,北京市,工科院校,39.750402092654944,116.33571000442238
兰州工业学院,,"['兰州市', '甘肃省教育厅', '工科院校']",0,,,False,False,甘肃省,兰州市,工科院校,36.05826585151635,103.75330615166133
盘锦职业技术学院,,"['盘锦市', '辽宁省教育厅', '综合院校']",0,,,False,False,辽宁省,盘锦市,综合院校,40.7343985321294,122.1124927440712
广州康大职业技术学院,,"['广州市', '广东省教育厅', '综合院校']",0,,,False,False,广东省,广州市,综合院校,23.315696018541967,113.57208395786724
陕西职业技术学院,,"['西安市', '陕西省教育厅', '财经院校']",0,,,False,False,陕西省,西安市,财经院校,34.220682104480325,109.10434696604727
宁夏工商职业技术学院,,"['银川市', '宁夏回族自治区教育厅', '财经院校']",0,,,False,False,宁夏省,银川市,财经院校,38.464453346515356,106.17116945214102
亳州职业技术学院,,"['亳州市', '安徽省教育厅', '工科院校']",0,,,False,False,安徽省,亳州市,工科院校,33.850358094020045,115.7746724896907
大连艺术学院,,"['大连市', '辽宁省教育厅', '艺术院校']",0,,,False,False,辽宁省,大连市,艺术院校,39.05971965322971,121.78859647549373
济南工程职业技术学院,,"['济南市', '山东省教育厅', '工科院校']",0,,,False,False,山东省,济南市,工科院校,36.67387481835051,117.51794311660016
湖北工程学院,,"['孝感市', '湖北省教育厅', '工科院校']",0,,,False,False,湖北省,孝感市,工科院校,30.94163550046859,113.91966011327568
四川旅游学院,,"['成都市', '四川省教育厅', '综合院校']",0,,,False,False,四川省,成都市,综合院校,30.586841710198186,104.28541418659694
定西师范高等专科学校,,"['定西市', '甘肃省教育厅', '师范院校']",0,,,False,False,甘肃省,定西市,师范院校,35.56659789733449,104.60008701352017
成都航空职业技术学院,,"['成都市', '四川省教育厅', '工科院校']",0,,,False,False,四川省,成都市,工科院校,30.645193776489233,103.83074736289606
珠海艺术职业学院,,"['珠海市', '广东省教育厅', '艺术院校']",0,,,False,False,广东省,珠海市,艺术院校,22.141801971340428,113.36266397066738
兰州外语职业学院,,"['兰州市', '甘肃省教育厅', '语言院校']",0,,,False,False,甘肃省,兰州市,语言院校,36.008124867788915,103.96531298930746
宁夏财经职业技术学院,,"['银川市', '宁夏回族自治区教育厅', '财经院校']",0,,,False,False,宁夏省,银川市,财经院校,38.464453346515356,106.17116945214102
安徽国防科技职业学院,,"['六安市', '安徽省教育厅', '工科院校']",0,,,False,False,安徽省,六安市,工科院校,31.742446455455678,116.51726958528276
山东电子职业技术学院,,"['济南市', '山东省教育厅', '工科院校']",0,,,False,False,山东省,济南市,工科院校,31.03605985984831,120.30759988629661
北京石油化工学院,,"['北京市', '北京市教育委员会', '工科院校']",0,,,False,False,北京市,北京市,工科院校,39.75391112007263,116.33232698587182
成都纺织高等专科学校,,"['成都市', '四川省教育厅', '工科院校']",0,,,False,False,四川省,成都市,工科院校,30.763164016864117,103.96265139991193
四川电力职业技术学院,,"['成都市', '四川省教育厅', '工科院校']",0,,,False,False,四川省,成都市,工科院校,30.66996087057971,104.04154067962875
广东行政职业学院,,"['广州市', '广东省教育厅', '综合院校']",0,,,False,False,广东省,广州市,综合院校,22.53581126769833,113.99743053873469
兰州职业技术学院,,"['兰州市', '甘肃省教育厅', '综合院校']",0,,,False,False,甘肃省,兰州市,综合院校,36.13433192368432,103.68358596611542
宁夏司法警官职业学院,,"['银川市', '宁夏回族自治区教育厅', '政法院校']",0,,,False,False,宁夏省,银川市,政法院校,29.599870963850616,105.07318013753617
安庆职业技术学院,,"['安庆市', '安徽省教育厅', '工科院校']",0,,,False,False,安徽省,安庆市,工科院校,30.54523193232584,117.13602799004973
长春工业大学人文信息学院,,"['长春市', '吉林省教育厅', '工科院校']",0,,,False,False,吉林省,长春市,工科院校,43.834493353736285,125.30620050503387
山东华宇工学院,,"['德州市', '山东省教育厅', '工科院校']",0,,,False,False,山东省,德州市,工科院校,36.51826567563131,118.55673821850561
北京电子科技学院,,"['北京市', '中央办公厅', '工科院校']",0,,,False,False,北京市,北京市,工科院校,40.15499850371269,116.29856345463489
海南医学院,,"['海口市', '海南省教育厅', '医药院校']",0,,,False,False,海南省,海口市,医药院校,19.987843997036446,110.3406269750179
广东农工商职业技术学院,,"['广州市', '广东省教育厅', '综合院校']",0,,,False,False,广东省,广州市,综合院校,23.288290021043757,113.62181693563026
广东体育职业技术学院,,"['广州市', '广东省教育厅', '体育院校']",0,,,False,False,广东省,广州市,体育院校,23.14849191179023,113.41981021464906
甘肃警察职业学院,,"['兰州市', '甘肃省教育厅', '政法院校']",0,,,False,False,甘肃省,兰州市,政法院校,36.10409587495621,103.83961803997654
安徽艺术职业学院,,"['合肥市', '安徽省教育厅', '艺术院校']",0,,,False,False,安徽省,合肥市,艺术院校,31.85458693421384,117.30283434019753
长春理工大学光电信息学院,,"['长春市', '吉林省教育厅', '综合院校']",0,,,False,False,吉林省,长春市,综合院校,44.00570612395456,125.1636430138224
山东旅游职业学院,,"['济南市', '山东省教育厅', '财经院校']",0,,,False,False,山东省,济南市,财经院校,31.207074953477427,121.47932084773552
许昌职业技术学院,,"['许昌市', '河南省教育厅', '工科院校']",0,,,False,False,河南省,许昌市,工科院校,34.023477961298894,113.88942368879313
甘肃林业职业技术学院,,"['天水市', '甘肃省教育厅', '林业院校']",0,,,False,False,甘肃省,天水市,林业院校,22.538315850554728,113.99670641466334
长春财经学院,,"['长春市', '吉林省教育厅', '财经院校']",0,,,False,False,吉林省,长春市,财经院校,44.01346362251104,125.01394884465637
山东铝业职业学院,,"['淄博市', '山东省教育厅', '工科院校']",0,,,False,False,山东省,淄博市,工科院校,35.41289490455459,116.9951419759007
北京农学院,,"['北京市', '北京市教育委员会', '农业院校']",0,21,,False,False,北京市,北京市,农业院校,40.100942057700316,116.31708498713127
四平职业大学,,"['四平市', '吉林省教育厅', '工科院校']",0,,,False,False,吉林省,四平市,工科院校,43.09742665254284,124.43810177545662
文山学院,,"['文山壮族苗族自治州', '云南省教育厅', '综合院校']",0,,,False,False,云南省,文山壮族苗族自治州,综合院校,23.36132440110704,104.25549125921029
